,Channel,B,T,Isotope,G,sigma
556,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168380,0.01,H,2.28804459482207E-16,0.00398505588122421
557,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168380,0.01,T,3.68618253609972E-15,0.0642017355255810
558,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127800,0.01,H,2.75726697230344E-16,0.00480229405884353
559,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127800,0.01,T,4.8547581485136E-15,0.0845546566506487
560,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579610,0.01,H,3.36427136386072E-16,0.00585950528015382
561,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579610,0.01,T,6.6967822807172E-15,0.116636938254805
562,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,H,4.09874407444572E-16,0.00713872632398276
563,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,T,9.57251272111086E-15,0.166723140815019
564,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622070,0.01,H,4.97963985939695E-16,0.00867297042766400
565,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622070,0.01,T,1.40494094859615E-14,0.244696637585038
566,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318800,0.01,H,6.01255609407299E-16,0.0104719864630695
567,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318800,0.01,T,2.10313784732137E-14,0.366300633582930
568,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683800,0.01,H,7.22573539642925E-16,0.0125849642104329
569,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683800,0.01,T,3.19413889145384E-14,0.556318788700223
570,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127800,0.01,H,8.62764137106083E-16,0.0150266446137659
571,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127800,0.01,T,4.88379228787322E-14,0.850603402726950
572,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579610,0.01,H,1.02302160621993E-15,0.0178178269676741
573,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579610,0.01,T,7.43373128710571E-14,1.29472277997382
574,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,H,1.20218322994048E-15,0.0209382603889151
575,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,T,1.0942789348908E-13,1.90589060853748
576,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622070,0.01,H,1.39540075443151E-15,0.0243035035055531
577,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622070,0.01,T,1.4612845646733E-13,2.54509927899650
578,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031880,0.01,H,1.59050277822077E-15,0.0277015686879346
579,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031880,0.01,T,1.60280704394809E-13,2.79158703960909
580,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683800,0.01,H,1.76142692788427E-15,0.0306785311536193
581,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683800,0.01,T,1.41044005247839E-13,2.45654408964013
582,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127800,0.01,H,1.86222801647855E-15,0.0324341698848113
583,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127800,0.01,T,1.15528123561958E-13,2.01213747882907
584,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579610,0.01,H,1.83363233610454E-15,0.0319361228427653
585,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579610,0.01,T,1.01643273971848E-13,1.77030695837419
586,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,H,1.65286430751029E-15,0.0287877108882211
587,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,T,8.65768198026537E-14,1.50789659306917
588,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,H,2.05673994768632E-17,0.000358219575056556
589,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,T,8.85842198408054E-17,0.00154285920413938
590,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220700,0.01,H,2.09943544364857E-17,0.000365655791014550
591,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220700,0.01,T,9.09826463782233E-17,0.00158463227010257
592,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318800,0.01,H,2.19046922439031E-17,0.000381511019717517
593,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318800,0.01,T,9.37099059405071E-17,0.00163213257574739
594,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683800,0.01,H,2.28663675318323E-17,0.000398260386275595
595,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683800,0.01,T,9.94348258334866E-17,0.00173184272012432
596,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612780,0.01,H,2.39437584408937E-17,0.000417025155931959
597,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612780,0.01,T,1.07984286055486E-16,0.00188074749591442
598,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579610,0.01,H,2.50960200736285E-17,0.000437093938711063
599,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579610,0.01,T,1.21345819871028E-16,0.00211346349731710
600,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,H,2.60414300112256E-17,0.000453560013893842
601,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,T,1.39304550462465E-16,0.00242624824427826
602,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622070,0.01,H,2.52895415334923E-17,0.000440464475428393
603,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622070,0.01,T,1.57429892778439E-16,0.00274193484478828
604,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318800,0.01,H,2.18218352768729E-17,0.000380067911289862
605,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318800,0.01,T,1.62406359927394E-16,0.00282860929040243
606,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168380,0.01,H,1.56520463613287E-17,0.000272609544178300
607,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168380,0.01,T,1.40385536397806E-16,0.00244507562801413
608,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127800,0.01,H,8.70353082172731E-18,0.000151588202288679
609,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127800,0.01,T,9.3284554956423E-17,0.00162472429601130
610,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579610,0.01,H,3.63828942686171E-18,6.33675878124158E-05
611,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579610,0.01,T,4.55750602368969E-17,0.000793774571724713
612,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,H,1.18613904023838E-18,2.06588209379686E-05
613,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,T,1.67269290388133E-17,0.000291330628309396
614,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622070,0.01,H,3.23448436513967E-19,5.63345704502317E-06
615,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622070,0.01,T,4.95726954207495E-18,8.63400835288162E-05
616,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318800,0.01,H,7.95962535000158E-20,1.38631702743677E-06
617,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318800,0.01,T,1.28314565452801E-18,2.23483718307586E-05
618,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683800,0.01,H,1.84175950685005E-20,3.2077672660677E-07
619,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683800,0.01,T,3.07080364265148E-19,5.34837657619372E-06
620,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127800,0.01,H,4.15106345189328E-21,7.22985026591607E-08
621,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127800,0.01,T,7.05119631433116E-20,1.22809718856362E-06
622,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579610,0.01,H,9.21809311286153E-22,1.60550263120802E-08
623,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579610,0.01,T,1.58132584106264E-20,2.75417352324313E-07
624,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,H,2.03180310269449E-22,3.53876358975071E-09
625,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,T,3.50900185904177E-21,6.11158039805973E-08
626,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622070,0.01,H,4.48278750948105E-23,7.80760950610976E-10
627,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622070,0.01,T,7.75348102964781E-22,1.35041315396919E-08
628,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031880,0.01,H,9.9565133839808E-24,1.73411227679353E-10
629,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031880,0.01,T,1.71265816231638E-22,2.98291322542875E-09
630,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683800,0.01,H,2.22042467147479E-24,3.86728318840483E-11
631,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683800,0.01,T,3.80024519971164E-23,6.61883492895059E-10
632,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127800,0.01,H,5.02517291587136E-25,8.7522747274596E-12
633,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127800,0.01,T,8.51097670977171E-24,1.48234513737157E-10
634,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579610,0.01,H,1.15273764359813E-25,2.00770733950073E-12
635,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579610,0.01,T,1.92961882494429E-24,3.36079063505455E-11
636,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,H,2.68720671057819E-26,4.68027106215013E-13
637,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,T,4.45878522877093E-25,7.76580506308312E-12
638,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,H,2.37847629308821E-17,0.000414255952946607
639,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,T,1.05259953190825E-16,0.00183329816416056
640,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220700,0.01,H,2.38517582441676E-17,0.000415422801127046
641,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220700,0.01,T,1.05433808897001E-16,0.00183632618514385
642,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318800,0.01,H,2.39486481694892E-17,0.000417110319664087
643,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318800,0.01,T,1.06166924458386E-16,0.00184909475830072
644,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683800,0.01,H,2.42524641030775E-17,0.000422401840099029
645,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683800,0.01,T,1.07805025429691E-16,0.00187762533818762
646,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612780,0.01,H,2.49163085364186E-17,0.000433963927522021
647,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612780,0.01,T,1.09109803566872E-16,0.00190035048000100
648,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579610,0.01,H,2.53243643128942E-17,0.000441070978999915
649,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579610,0.01,T,1.12816180467528E-16,0.00196490393800359
650,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,H,2.56986702905217E-17,0.000447590214861390
651,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,T,1.18080701847375E-16,0.00205659538463915
652,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622070,0.01,H,2.56962340458311E-17,0.000447547783121841
653,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622070,0.01,T,1.25483215276613E-16,0.00218552394548882
654,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318800,0.01,H,2.49714299862503E-17,0.000434923970251654
655,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318800,0.01,T,1.32642788343175E-16,0.00231022124737063
656,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168380,0.01,H,2.21962962869404E-17,0.000386589847330075
657,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168380,0.01,T,1.3360716482053E-16,0.00232701766017436
658,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127800,0.01,H,1.73865917431827E-17,0.000302819883132577
659,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127800,0.01,T,1.19607983459777E-16,0.00208319583895530
660,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579610,0.01,H,1.18011811218574E-17,0.000205539552600841
661,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579610,0.01,T,9.13314260216972E-17,0.00159070691730404
662,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,H,7.02994822994367E-18,0.000122439643885600
663,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,T,5.94602302170827E-17,0.00103561067236960
664,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622070,0.01,H,3.76238078037851E-18,6.55288698925828E-05
665,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622070,0.01,T,3.41073752837008E-17,0.000594043476141262
666,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318800,0.01,H,1.9057501664858E-18,3.3192189200704E-05
667,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318800,0.01,T,1.80309991473486E-17,0.000314043438484982
668,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683800,0.01,H,9.3344712911587E-19,1.62577205886335E-05
669,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683800,0.01,T,9.04600740313856E-18,0.000157553069922915
670,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127800,0.01,H,4.47479651251732E-19,7.79369169632616E-06
671,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127800,0.01,T,4.41835450271114E-18,7.69538742217203E-05
672,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579610,0.01,H,2.12445181326086E-19,3.7001285779008E-06
673,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579610,0.01,T,2.12262854322988E-18,3.6969530135012E-05
674,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,H,1.00686300372315E-19,1.75363948047788E-06
675,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,T,1.01066518055098E-18,1.76026167969703E-05
676,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622070,0.01,H,4.78945500231668E-20,8.34172807122451E-07
677,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622070,0.01,T,4.79828291587429E-19,8.35710352715806E-06
678,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031880,0.01,H,2.29225928661719E-20,3.99239655210261E-07
679,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031880,0.01,T,2.2815548253021E-19,3.97375273868411E-06
680,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683800,0.01,H,1.10162966036547E-20,1.91869326625245E-07
681,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683800,0.01,T,1.0905893983353E-19,1.89946459333535E-06
682,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127800,0.01,H,5.36911191823706E-21,9.35130856939676E-08
683,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127800,0.01,T,5.25348969648176E-20,9.14993093198145E-07
684,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579610,0.01,H,2.65649816781645E-21,4.62678641451107E-08
685,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579610,0.01,T,2.56302487381308E-20,4.46398526070118E-07
686,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,H,1.34202765301308E-21,2.33739115203792E-08
687,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,T,1.27545341968379E-20,2.2214397231771E-07
688,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,H,1.37262078634807E-16,0.000755997748956173
689,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,T,6.51611880240357E-16,0.00358887989715968
690,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220700,0.1,H,1.40122699799517E-16,0.000771753179608592
691,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220700,0.1,T,6.65471866050776E-16,0.00366521648026738
692,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318800,0.1,H,1.44349194234088E-16,0.000795031424483583
693,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318800,0.1,T,6.86223972970979E-16,0.00377951276860723
694,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683800,0.1,H,1.50691185606937E-16,0.000829961182574525
695,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683800,0.1,T,7.17609807466087E-16,0.00395237639170988
696,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612780,0.1,H,1.60322203111693E-16,0.000883005895478259
697,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612780,0.1,T,7.65422541122521E-16,0.00421571437533371
698,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579610,0.1,H,1.75139608093589E-16,0.000964615651960881
699,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579610,0.1,T,8.39013547474975E-16,0.00462103123851406
700,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,H,1.98105836996226E-16,0.00109110665024016
701,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,T,9.5551282066701E-16,0.00526267377492451
702,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622070,0.1,H,2.33594449439985E-16,0.00128656712547047
703,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622070,0.1,T,1.14277350242628E-15,0.00629404861119419
704,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318800,0.1,H,2.89066756034164E-16,0.00159209170539601
705,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318800,0.1,T,1.44974430381938E-15,0.00798475034875046
706,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168380,0.1,H,3.72866492356241E-16,0.00205363514589107
707,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168380,0.1,T,1.95668802286159E-15,0.0107768420484765
708,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127800,0.1,H,4.91688665282237E-16,0.00270807150698633
709,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127800,0.1,T,2.78572232142445E-15,0.0153429106214906
710,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579610,0.1,H,6.46510458507537E-16,0.00356078281903843
711,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579610,0.1,T,4.11432371909182E-15,0.0226604427169273
712,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,H,8.35959872144083E-16,0.00460421252427661
713,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,T,6.21633605504532E-15,0.0342376868477472
714,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622070,0.1,H,1.06215463890945E-15,0.00585002444990866
715,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622070,0.1,T,9.53842675403839E-15,0.0525347512317783
716,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318800,0.1,H,1.33249042648655E-15,0.00733895168242076
717,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318800,0.1,T,1.47742815009999E-14,0.0813722454758781
718,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683800,0.1,H,1.65159304894126E-15,0.00909647179767130
719,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683800,0.1,T,2.27688583951048E-14,0.125403941599907
720,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127800,0.1,H,2.01913388121389E-15,0.0111207748288591
721,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127800,0.1,T,3.39106289394359E-14,0.186769422398946
722,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579610,0.1,H,2.42452279442151E-15,0.0133535335695463
723,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579610,0.1,T,4.6032630765524E-14,0.253533718732729
724,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,H,2.84341932428581E-15,0.0156606881512973
725,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,T,5.20844363864127E-14,0.286865222029314
726,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622070,0.1,H,3.22590221130597E-15,0.0177672874719357
