,Channel,B,T,Isotope,G,sigma
372,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.01,H,3.36637066697115e-16,0.00586316160758102
373,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.01,T,6.76768559922601e-15,0.204160035798589
374,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,H,4.10154938361222e-16,0.00714361229247214
375,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,T,9.68939604856806e-15,0.292298957322811
376,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.01,H,4.98361930385705e-16,0.00867990137148635
377,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.01,T,1.42469766826940e-14,0.429786996886075
378,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.01,H,6.01885126211393e-16,0.0104829506708833
379,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.01,T,2.13704791508269e-14,0.644680921490326
380,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.01,H,7.23417752750009e-16,0.0125996677543018
381,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.01,T,3.25179608649697e-14,0.980965790587051
382,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.01,H,8.63940550312558e-16,0.0150471340411915
383,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.01,T,4.98244280936798e-14,1.50304810619649
384,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.01,H,1.02489872982479e-15,0.0178505205719782
385,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.01,T,7.60047796327565e-14,2.29282792517166
386,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,H,1.20482917777010e-15,0.0209843444992672
387,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,T,1.12225453544853e-13,3.38549305775233
388,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.01,H,1.39889662709286e-15,0.0243643906400986
389,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.01,T,1.50544961564173e-13,4.54147349069436
390,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.01,H,1.59587540421926e-15,0.0277951429778823
391,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.01,T,1.66304164897123e-13,5.01687966455388
392,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.01,H,1.77020938584904e-15,0.0308314940191303
393,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.46934881620669e-13,4.43256860146814
394,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.01,H,1.87325902049004e-15,0.0326262953683411
395,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.01,T,1.20178022394847e-13,3.62539733777550
396,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.01,H,1.84722867624348e-15,0.0321729284336895
397,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.01,T,1.05675995573111e-13,3.18791627106989
398,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,H,1.66953239368721e-15,0.0290780166584774
399,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,T,9.04256411740636e-14,2.72786048768556
400,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,H,2.05669023402212e-17,0.000358210916495864
401,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,T,8.81132940871595e-17,0.00265810416447588
402,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.01,H,2.09934055047224e-17,0.000365639263600211
403,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.01,T,9.04592412674203e-17,0.00272887409804940
404,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.01,H,2.19037207491958e-17,0.000381494099327480
405,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.01,T,9.31310340349270e-17,0.00280947378003270
406,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.01,H,2.28669075911246e-17,0.000398269792414198
407,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.01,T,9.87737391402241e-17,0.00297969665156061
408,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.01,H,2.39450991825003e-17,0.000417048507444587
409,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.01,T,1.07217902924580e-16,0.00323443082253042
410,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.01,H,2.50971967508996e-17,0.000437114432737667
411,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.01,T,1.20482558333872e-16,0.00363458424034386
412,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,H,2.60449885779378e-17,0.000453621992962071
413,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,T,1.38416928316384e-16,0.00417560843007180
414,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.01,H,2.52916528487793e-17,0.000440501247917096
415,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.01,T,1.56668245246014e-16,0.00472619392390012
416,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.01,H,2.18237252019811e-17,0.000380100827856193
417,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.01,T,1.61941395106273e-16,0.00488526846252305
418,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.01,H,1.56555407777731e-17,0.000272670405950114
419,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.01,T,1.40267928461992e-16,0.00423144735025357
420,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.01,H,8.70583834611797e-18,0.000151628392124423
421,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.01,T,9.33907907634169e-17,0.00281730983302450
422,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579612,0.01,H,3.63944540749280e-18,6.33877213684791e-5
423,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579612,0.01,T,4.56858715162452e-17,0.00137820071980192
424,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,H,1.18658900962104e-18,2.06666579929752e-5
425,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,T,1.67872686586729e-17,0.000506419708785994
426,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622069,0.01,H,3.23562247849055e-19,5.63543928143268e-6
427,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622069,0.01,T,4.97913775483826e-18,0.000150205107398923
428,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318823,0.01,H,7.96247557659874e-20,1.38681344749299e-6
429,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318823,0.01,T,1.28933503522924e-18,3.88952298521199e-5
430,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683794,0.01,H,1.84247610491635e-20,3.20901535508880e-7
431,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683794,0.01,T,3.08685535258521e-19,9.31208298684764e-6
432,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127775,0.01,H,4.15269945770230e-21,7.23269967478934e-8
433,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127775,0.01,T,7.08977418981687e-20,2.13876447298685e-6
434,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579608,0.01,H,9.22217577303024e-22,1.60621370252862e-8
435,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579608,0.01,T,1.59022604523823e-20,4.79721762430596e-7
436,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,H,2.03280318154150e-22,3.54050541335851e-9
437,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,T,3.52926718560103e-21,1.06467019543210e-7
438,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622069,0.01,H,4.48511456754295e-23,7.81166251121138e-10
439,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622069,0.01,T,7.79962740877988e-22,2.35290512191387e-8
440,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031882,0.01,H,9.96168846680016e-24,1.73501361386850e-10
441,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031882,0.01,T,1.72304253290113e-22,5.19788367887271e-9
442,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683795,0.01,H,2.22158619279022e-24,3.86930619414506e-11
443,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683795,0.01,T,3.82386743642593e-23,1.15354193285672e-9
444,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127775,0.01,H,5.02738336457238e-25,8.75612463563713e-12
445,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127775,0.01,T,8.56577352517390e-24,2.58402758801637e-10
446,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579608,0.01,H,1.15338502923662e-25,2.00883488218583e-12
447,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579608,0.01,T,1.94264242556929e-24,5.86034828795008e-11
448,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,H,2.68879609103276e-26,4.68303926428322e-13
449,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,T,4.49089882907102e-25,1.35476456798738e-11
450,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,H,2.37825648150768e-17,0.000414217668665186
451,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,T,1.04807165923248e-16,0.00316170638146755
452,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220691,0.01,H,2.38499812092130e-17,0.000415391850753032
453,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220691,0.01,T,1.04968729291807e-16,0.00316658024604434
454,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318843,0.01,H,2.39479981380772e-17,0.000417098998156162
455,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318843,0.01,T,1.05682029772490e-16,0.00318809830410661
456,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683794,0.01,H,2.42511958290500e-17,0.000422379750744286
457,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683794,0.01,T,1.07279736935248e-16,0.00323629616240865
458,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612777,0.01,H,2.49153340026058e-17,0.000433946954200299
459,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612777,0.01,T,1.08526271894295e-16,0.00327390024701511
460,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579608,0.01,H,2.53244456910356e-17,0.000441072396351840
461,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579608,0.01,T,1.12157303848235e-16,0.00338343719326259
462,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,H,2.56990963743289e-17,0.000447597635904606
463,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,T,1.17322096632925e-16,0.00353924293576565
464,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622069,0.01,H,2.56972722180636e-17,0.000447565864825188
465,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622069,0.01,T,1.24651134461117e-16,0.00376033722323433
466,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318832,0.01,H,2.49739886480701e-17,0.000434968534113548
467,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318832,0.01,T,1.31820423019564e-16,0.00397661237184797
468,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168379,0.01,H,2.21987465048486e-17,0.000386632522439239
469,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168379,0.01,T,1.32906554533642e-16,0.00400937758316652
470,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127774,0.01,H,1.73891932087539e-17,0.000302865192501536
471,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127774,0.01,T,1.19146560806158e-16,0.00359428134815333
472,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579612,0.01,H,1.18029674547807e-17,0.000205570664916299
473,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579612,0.01,T,9.10785060386224e-17,0.00274755539108581
474,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,H,7.03173102630430e-18,0.000122470694605232
475,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,T,5.93558898929771e-17,0.00179058267818961
476,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622069,0.01,H,3.76327479799895e-18,6.55444408748282e-5
477,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622069,0.01,T,3.40741278200530e-17,0.00102791050995976
478,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318823,0.01,H,1.90610904547076e-18,3.31984397467507e-5
479,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318823,0.01,T,1.80209789437682e-17,0.000543636912847446
480,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683794,0.01,H,9.33630142572331e-19,1.62609081088972e-5
481,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683794,0.01,T,9.04383244937959e-18,0.000272824310401320
482,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127775,0.01,H,4.47581436489920e-19,7.79546447585580e-6
483,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127775,0.01,T,4.41854321495494e-18,0.000133293712853030
484,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579608,0.01,H,2.12505116186784e-19,3.70117245514715e-6
485,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579608,0.01,T,2.12303190441932e-18,6.40452726789445e-5
486,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,H,1.00704063820811e-19,1.75394886402339e-6
487,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,T,1.01100299147118e-18,3.04988173438261e-5
488,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622069,0.01,H,4.79050546530362e-20,8.34355764819760e-7
489,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622069,0.01,T,4.80059898757976e-19,1.44819147814882e-5
490,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031882,0.01,H,2.29284747480302e-20,3.99342099139653e-7
491,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031882,0.01,T,2.28311371045576e-19,6.88744431201422e-6
492,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683795,0.01,H,1.10193839006360e-20,1.91923097653225e-7
493,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.09155182604194e-19,3.29287252803566e-6
494,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127775,0.01,H,5.37079479319865e-21,9.35423960963008e-8
495,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127775,0.01,T,5.25959507621717e-20,1.58665632926179e-6
496,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579608,0.01,H,2.65726036429486e-21,4.62811392166100e-8
497,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579608,0.01,T,2.56642546319277e-20,7.74210779678906e-7
498,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,H,1.34250581921221e-21,2.33822396754701e-8
499,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,T,1.27775244643821e-20,3.85458191551324e-7
500,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,H,1.37338539161697e-16,0.000756418870265045
501,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,T,6.47314682787385e-16,0.00617512874218326
502,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,H,1.40177962042034e-16,0.000772057547219518
503,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,T,6.61075909109306e-16,0.00630640545573201
504,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,H,1.44407597236050e-16,0.000795353090441546
505,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,T,6.81674355063930e-16,0.00650290656877796
506,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,H,1.50735792492280e-16,0.000830206863721441
507,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,T,7.12875324742374e-16,0.00680055160876948
508,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,H,1.60356821438707e-16,0.000883196562686242
509,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,T,7.60396072103394e-16,0.00725388094098153
510,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,H,1.75205512341876e-16,0.000964978632500353
511,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,T,8.33518650956006e-16,0.00795144172614858
512,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,H,1.98190615863192e-16,0.00109157358643422
513,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,T,9.49571306873558e-16,0.00905853864549741
514,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,H,2.33704883815679e-16,0.00128717536439751
515,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,T,1.13569288311652e-15,0.0108340656427366
516,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,H,2.89198874894938e-16,0.00159281937586650
517,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,T,1.44075472427212e-15,0.0137442362190498
518,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,H,3.73075411618881e-16,0.00205478580959834
519,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,T,1.94515090714754e-15,0.0185559784043333
520,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,H,4.91966345301721e-16,0.00270960088401273
521,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,T,2.77055836151590e-15,0.0264300424894153
522,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,H,6.47000118005054e-16,0.00356347971450701
523,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,T,4.09477712936169e-15,0.0390625712914058
524,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,H,8.36702194853657e-16,0.00460830101181095
525,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,T,6.19364980358673e-15,0.0590849951934559
526,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,H,1.06325765422837e-15,0.00585609952254680
527,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,T,9.51793482741048e-15,0.0907973733360754
528,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,H,1.33451668634256e-15,0.00735011170494974
529,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,T,1.47659105023793e-14,0.140861007439402
530,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,H,1.65422148275350e-15,0.00911094841106003
531,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,T,2.28073302851043e-14,0.217573005094762
532,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,H,2.02323612127715e-15,0.0111433687184778
533,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,T,3.40718719679555e-14,0.325032324283639
534,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,H,2.43050763773771e-15,0.0133864962648508
535,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,T,4.64600894512230e-14,0.443211070849270
536,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,H,2.85219375957153e-15,0.0157090150700672
537,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,T,5.28658291745714e-14,0.504319320874221
538,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,H,3.23960443238029e-15,0.0178427551348978
539,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,T,4.82108060373964e-14,0.459912221924886
540,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,H,3.50716512939005e-15,0.0193163980132538
541,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,T,3.97554971722625e-14,0.379251884402038
542,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.1,H,3.54096631740172e-15,0.0195025646683345
